	R10	R11	R12	R1	R2	R3
Gm17877	0	0	0	0	0	0
Gm38018	0	0	0	0	0	0
Gm6555	0	0	0	0	0	0
Gm10728	0	0	0	0	0	0
Gm37290	0	0	0	0	0	0
Gm42568	1	0	0	1	3	2
Gm37291	0	0	0	0	0	0
4930518J20Rik	0	0	0	0	0	0
6820402A03Rik	2	3	3	4	2	2
Pcdha6	0	0	0	0	0	0
Gm33222	0	0	0	0	1	0
Nras-ps2	0	0	0	0	0	0
D030062O11Rik	0	0	0	0	0	0
Tstd1	14	6	9	8	1	13
Gm37659	0	0	0	0	0	0
Gm2136	0	0	0	0	0	0
Gm20857	0	0	0	0	0	0
4933431K14Rik	29	20	21	35	21	20
Gm19430	0	0	0	0	0	0
Gm38038	0	0	0	0	0	0
Gm35299	0	0	0	0	0	0
Gm38039	0	0	0	0	0	0
Gm37094	0	0	0	0	0	0
2700078F05Rik	0	2	0	1	0	0
Gm37095	0	0	1	0	0	0
Gm37096	0	0	0	0	0	0
Gm7103	0	0	0	0	0	0
Gm30074	0	0	1	0	1	0
Gm37097	0	0	0	0	0	0
Gm37099	0	0	0	0	0	0
Gm37098	0	0	1	0	0	0
Gm38316	0	0	0	0	0	0
Gm17530	1	9	8	5	6	4
Gm38315	0	0	0	0	0	0
Gm6162	0	0	1	0	0	0
Gm37651	0	0	0	0	0	0
Gm38317	1	1	2	0	2	1
Gm37650	0	0	0	0	0	0
Gm7142	0	0	0	0	0	0
Gm37652	0	0	0	0	0	0
Gm37653	0	0	0	0	2	1
Gm38242	0	0	0	0	0	0
Gm38241	0	0	0	0	0	0
Gm38240	0	0	0	0	0	0
Gm38238	0	0	0	0	0	0
Gm38237	0	0	0	0	0	0
1700001G17Rik	3	3	0	4	0	0
Gm38236	0	0	0	0	0	0
Gm38243	0	0	0	0	0	0
Pcdhgb5	0	0	1	0	0	2
Gm37283	0	0	0	0	0	0
Gm36467	0	0	0	0	0	0
Gm6934	0	0	0	0	0	0
Gm37284	0	0	1	0	0	0
Gm37805	2	1	1	5	4	1
Gm37285	4	1	2	9	4	7
Gm37286	0	0	0	0	0	0
Gm37287	0	0	0	0	0	0
Btf3-ps12	0	0	0	0	0	0
Gm8009	0	0	0	0	0	0
Gm37859	0	0	0	0	0	0
Gm37861	0	0	0	0	0	0
Gm37860	1	0	1	1	1	0
Gm18382	0	0	0	0	0	0
Gm37857	0	0	0	0	0	0
Gm38392	0	0	0	2	0	1
Gm37858	0	0	0	0	0	0
Gm37856	0	0	0	0	0	0
Gm7343	0	0	0	0	0	0
Pcdha9	0	0	0	0	0	0
Gm36934	0	0	1	1	0	1
Gm36933	0	0	0	0	0	1
Gm34217	0	0	0	0	0	0
Gm36932	0	0	0	0	0	0
Gm36997	0	0	0	0	0	0
2900035J10Rik	0	0	0	0	0	0
Gm36930	0	0	0	0	1	0
Gm36931	0	0	0	0	0	0
Gm37524	0	0	0	0	1	0
Gm37523	0	0	0	0	0	0
Gm37656	0	0	0	0	0	0
Gm37522	0	0	0	0	1	0
Gm37526	0	0	0	0	0	0
Gm35025	0	1	0	0	0	0
Gm37525	0	0	0	0	0	0
Gm37657	0	0	0	0	0	0
Gm37527	0	0	0	0	0	0
Gm10129	0	0	0	0	0	0
Ighv1-17	0	0	0	0	0	0
Gm38095	0	0	0	0	0	0
Gm3745	0	0	0	0	0	0
Pcdhga6	2	2	4	1	3	9
4930590H14Rik	0	0	0	0	0	0
Gm37990	0	0	0	0	0	0
Gm38094	0	0	0	0	0	0
Gm18964	0	0	0	0	0	0
Gm2229	0	0	0	0	0	0
Gm38093	0	0	0	0	0	0
Pcdha8	0	0	0	0	0	0
Spin3-ps	0	0	0	0	0	0
Gm21660	0	0	0	0	0	0
Gm37064	0	0	0	0	0	0
Gm37062	1	1	1	3	1	1
Gm37063	0	0	0	0	0	0
Trbv6	0	0	0	0	0	0
Gm37060	1	0	0	0	1	0
Gm37061	0	0	0	0	0	0
Gm38005	0	0	0	0	0	0
Gm38004	0	0	0	0	0	0
Gm33954	0	0	0	0	0	0
Gm31422	0	0	0	0	0	0
Gm38007	0	0	0	0	0	0
Gm19194	0	0	0	0	0	0
Gm38006	0	0	0	0	0	0
Gm6680	0	0	0	0	0	0
Gm38009	0	0	0	1	0	1
Gm38008	0	0	0	0	0	0
D430013B06Rik	8	3	8	6	6	4
6030460B20Rik	0	2	0	0	0	0
Gm7899	0	0	0	0	0	0
Gm38177	0	0	0	0	0	0
Gm38178	0	0	0	0	0	0
Gm32950	0	0	0	0	0	0
2610001A08Rik	0	0	0	0	0	0
Gm38174	0	0	0	0	0	0
Gm37609	0	0	0	2	0	0
Gm37608	0	0	0	0	0	0
Gm37611	0	0	0	0	0	0
Gm49885	0	0	0	0	0	0
Gm37613	0	0	0	0	0	0
Gm37612	0	1	0	0	1	0
Gm37614	1	0	2	2	1	2
Gm37607	9	5	3	25	2	3
1700040K01Rik	0	0	0	0	0	0
Gm37807	0	0	0	0	0	0
Gm37808	0	0	0	0	0	0
Gm31266	0	0	1	0	0	0
4933436E23Rik	0	0	0	0	0	0
Gm19026	0	1	0	1	0	0
Gm37809	0	0	0	0	0	2
Gm20056	2	2	2	4	8	5
Gm17934	1	0	0	0	0	0
Gm37806	0	0	0	0	0	0
Gm3933	0	0	0	0	0	0
Gm37606	0	0	0	0	0	0
Gm18658	0	0	0	0	0	0
Gm37250	0	0	0	0	0	0
Gm2474	0	0	0	0	0	0
Gm37249	3	5	2	7	9	4
Gm37604	0	0	0	0	0	0
Gm37603	0	0	0	0	0	0
Gm37418	0	0	0	0	0	0
Gm10764	0	0	0	0	0	0
Olfr1566-ps1	0	0	0	0	0	0
Gm37415	0	0	0	0	0	0
Gm37416	0	0	0	0	0	0
9630010A21Rik	0	0	1	0	0	0
Gm37420	0	0	0	0	2	0
Gm38362	0	0	0	0	0	0
Gm38361	0	0	0	0	0	0
Gm38363	0	0	0	0	0	0
Ighv1-38	0	0	0	0	0	0
Gm38360	0	0	0	0	0	0
Ighv10-2	0	0	0	0	0	0
Gm17806	0	0	0	0	0	0
Gm21358	0	0	0	0	0	0
Gm8197	0	0	0	0	0	0
Gm37009	1	0	3	2	1	1
Gm10748	0	0	0	0	0	0
Gm37452	0	0	0	0	0	0
Gm37010	0	0	0	0	0	0
Gm37005	0	0	0	0	0	0
Gm37006	0	0	0	0	0	0
Gm37007	0	0	0	0	0	0
Gm37008	1	2	0	1	0	1
Gm37011	0	0	0	0	0	0
Gm37941	0	0	0	0	0	0
Gm31572	0	0	0	0	0	0
Ighv5-18	0	0	0	0	0	0
Gm37129	0	0	0	0	0	0
Gm37942	0	0	0	0	0	0
Gm37128	0	0	0	0	0	0
Pcdhga8	0	0	1	1	2	0
Gm30238	4	4	5	5	1	2
Gm37940	1	0	0	1	0	0
Gm37500	0	0	1	0	0	0
Gm37499	19	24	25	30	25	28
Gm37501	0	0	0	0	0	0
Rps2-ps2	0	0	0	0	0	0
Gm37497	0	0	0	0	0	0
Gm34379	0	0	0	0	0	0
Tigd5	20	29	15	25	19	24
Gm37498	0	0	0	0	0	0
Gm37502	0	0	0	0	0	0
Gm31511	0	0	0	0	0	0
Gm38074	0	0	0	0	0	0
Gm33819	0	0	0	0	0	0
Gm18403	0	0	0	0	0	0
Gm38073	0	0	0	0	0	0
Ighv1-6	0	0	0	0	0	0
Gm38071	0	0	0	0	0	0
Gm38072	0	0	0	0	0	0
Ighv12-1	0	0	0	0	0	0
Gm21366	0	0	0	0	0	0
Gm37897	0	0	0	0	0	0
Gm5841	4	1	4	0	2	2
Gm6123	5	3	1	1	2	6
Gm37896	0	0	1	0	0	1
Gm37895	0	0	0	0	0	0
B230112G18Rik	2	2	0	2	1	1
Gm37894	0	0	0	0	0	2
Gm9932	0	0	0	0	0	0
Gm37893	14	12	10	30	3	4
Gm37892	0	0	0	0	0	0
Gm36961	0	0	0	0	0	0
Gm36962	0	0	0	0	0	0
Gm36963	0	0	0	0	0	0
Gm36964	8	6	10	10	8	7
Ighv5-3	0	0	0	0	0	0
AY702102	0	0	0	0	0	0
Gm36965	0	0	0	0	0	0
Gm37186	0	2	0	0	1	0
Gm36960	0	0	0	0	0	0
Ighv3-4	0	0	0	0	0	0
Gm38227	1	2	1	0	0	0
Gm34732	0	0	0	0	0	0
Gm37344	0	0	0	0	0	0
Rpl26-ps3	0	0	0	1	0	0
Gm38228	7	4	5	9	3	6
Gm37345	0	0	0	0	0	0
4930594C11Rik	0	0	0	0	0	0
Gm38226	3	3	1	2	0	2
Gm8939	0	0	0	0	0	0
Gm37269	0	0	0	0	0	0
Gm37268	0	0	0	1	0	0
Gm29718	2	2	0	1	0	1
Gm37721	0	0	0	0	0	0
Gm37270	0	0	0	0	0	0
Gm37118	0	0	0	0	0	0
Gm10766	0	1	0	0	0	0
Gm8023	0	0	0	0	0	0
Gm37720	0	0	0	0	0	0
Gm37119	0	0	0	0	0	0
Gm36388	0	0	0	0	0	0
Gm38213	0	0	0	0	0	0
Gm30932	0	0	0	0	0	0
Gm8407	0	0	0	0	0	0
Gm30173	0	0	0	0	0	0
Gm37120	1	0	1	1	2	1
Gm38214	0	0	0	0	0	0
2610509F24Rik	0	0	0	0	0	0
Gm21890	0	0	0	0	0	0
Gm37678	1	1	0	0	0	0
Gm37679	0	0	0	0	0	0
Gm37466	0	0	0	0	0	0
BC055308	2	1	1	1	0	0
Gm37676	0	0	0	0	0	0
Gm37677	6	2	5	1	3	7
Gm37071	0	0	0	0	0	0
4930474B08Rik	0	0	0	0	0	0
Gm20305	0	1	1	3	1	0
Gm37450	0	0	0	0	0	0
Gm37449	0	0	0	0	0	0
Gm37451	0	0	0	0	0	0
Gm20045	1	1	3	13	5	3
Gm37447	0	1	0	1	0	1
Gm37446	0	0	0	0	0	0
Gm5539	0	2	0	0	2	0
Gm37448	0	0	0	0	0	0
Ighv5-21	0	0	0	0	0	0
Ighv8-3	0	0	0	0	0	0
Gm38031	0	0	0	0	0	0
Gm38029	0	0	0	0	0	0
Gm38030	0	0	0	0	0	0
Gm38028	0	0	0	0	0	0
5730488B01Rik	0	0	0	0	0	0
4833421G17Rik	1	0	0	0	0	0
Gm38027	0	0	0	0	0	0
Gm38025	0	0	0	0	0	0
Gm38026	0	0	0	0	0	0
Gm38335	0	0	0	0	0	0
Gm38334	0	0	1	0	0	0
Gm38336	0	2	1	2	0	0
4930565D16Rik	0	0	0	0	0	0
Gm38333	0	0	0	0	0	0
Gm38332	0	0	0	0	0	0
Gm38337	0	0	0	0	0	0
Gm37366	1	0	1	1	0	1
Gm32391	2	2	6	7	1	2
Gm37364	0	0	0	0	0	0
Gm37365	0	0	0	0	0	0
4930562F17Rik	0	0	0	0	0	0
Gm10745	0	0	0	0	0	0
Gm37362	1	0	0	0	0	0
Gm37363	0	0	0	0	0	0
4833412K13Rik	1	0	0	4	0	0
Gm37215	0	0	0	1	0	0
Gm36536	0	0	0	0	0	0
Gm37214	0	0	0	0	1	0
Gm37213	0	0	0	0	0	0
Gm33571	0	0	0	0	0	0
E330040D14Rik	0	0	0	0	0	0
Gm37212	0	0	0	0	0	0
Gm37211	0	0	0	0	0	0
Gm5851	8	3	4	5	6	11
Gm37210	0	0	0	0	0	0
5330406M23Rik	0	0	0	0	0	1
Gm17771	0	0	0	0	0	0
Gm20833	0	0	0	0	0	0
Gm37773	0	0	0	0	0	0
2900092N22Rik	0	0	0	0	0	0
Gm37774	0	0	0	0	0	0
Gm37775	0	0	0	0	0	0
Gm37776	2	0	0	6	1	1
Gm37771	0	0	0	0	0	0
Gm37772	0	0	0	0	0	0
Gm37563	0	1	0	0	0	1
Gm37562	0	0	0	0	0	0
Gm37564	0	0	0	0	0	0
Gm6525	2	1	1	4	4	6
Gm37566	0	0	0	0	0	0
Gm37565	0	0	0	0	0	0
Gm37567	0	0	0	0	0	0
Gm37561	0	0	0	0	0	0
Gm38127	0	0	0	0	0	0
Gm38128	0	0	0	0	0	0
Gm38125	1	0	0	0	0	0
Gm38126	0	0	0	0	0	0
Gm38131	0	0	0	0	0	0
Gm38132	0	0	0	0	0	0
Gm38130	0	0	0	0	0	0
Gm9124	0	0	0	0	0	0
Gm37954	0	0	0	0	1	0
Gm37953	0	0	0	2	0	1
Gm37952	0	0	0	0	0	0
Pcdhgb7	3	4	1	1	3	2
Gm37956	0	0	0	0	0	0
Gm37197	0	0	0	0	0	0
Gm37955	0	0	0	0	0	0
Gm37196	0	0	0	0	0	0
Gm37199	0	0	0	0	0	0
Gm37198	0	0	0	0	0	0
Gm36866	0	0	0	0	0	0
Gm37028	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0
Gm37029	0	0	0	0	0	0
Gm37025	0	1	0	0	1	0
5430433H01Rik	0	0	0	0	0	0
Gm37026	0	0	0	0	0	0
Gm37027	0	0	0	0	0	0
Gm37023	0	0	0	0	0	0
Gm37024	0	0	0	0	0	0
Gm38279	2	3	3	0	1	1
Gm38278	0	0	0	0	0	0
Gm7115	0	0	0	0	2	0
Gm29739	1	0	0	0	0	0
Gm38276	0	0	0	0	0	0
Gm21427	0	0	0	0	0	0
1700039M15Rik	0	0	0	0	0	0
Gm38277	0	0	0	0	1	0
Gm38275	0	0	0	0	0	0
Gm38274	0	0	0	0	0	0
Gm37317	0	0	0	0	0	0
A930014E01Rik	0	0	0	0	0	0
A330015K06Rik	4	9	7	2	4	8
Gm37314	0	0	0	2	1	0
Gm37315	0	0	0	0	0	0
Gm20356	0	0	0	0	0	0
Gm37313	0	0	0	0	0	0
AA619741	0	0	0	0	0	0
Gm37312	0	0	0	0	0	0
Gm37880	0	0	0	0	0	0
Gm37881	0	0	0	0	0	0
Gm32496	0	0	0	0	0	0
Gm9517	1	0	0	0	0	1
Gm37877	0	0	0	0	0	0
Gm37878	0	0	0	0	0	0
Gm10848	0	0	0	0	0	0
Gm37879	1	1	0	1	0	0
Gm37876	1	2	0	0	1	0
Gm30292	0	0	0	0	0	0
Gm37295	0	0	0	0	0	0
Gm37294	0	0	0	1	0	0
Gm37293	0	0	0	0	0	0
Gm37292	0	2	1	3	3	1
Gm37297	0	0	0	0	0	0
Ighv8-1	0	0	0	0	0	0
Gm37296	2	3	0	2	1	1
Gm20743	0	0	0	1	0	0
Gm37298	0	0	0	0	0	0
Gm37484	0	0	0	1	0	0
Gm37485	0	0	2	0	0	0
Gm37482	0	0	0	0	0	0
Gm37483	0	0	0	0	0	0
Gm37488	0	0	1	0	2	0
Gm37486	2	7	4	6	4	8
Gm20928	0	0	0	0	0	0
Ighv6-2	0	0	0	0	0	0
Gm36951	0	0	0	0	0	0
Gm36950	0	0	0	0	0	0
Gm36952	0	0	0	0	0	0
4921511E07Rik	0	0	0	0	0	0
Gm2328	0	0	0	0	0	0
Gm36953	0	0	0	0	0	0
Gm36955	0	0	1	1	0	0
Gm36954	0	0	0	0	0	0
Gm36949	0	0	0	0	0	0
Gm37140	1	4	0	0	1	0
Gm6140	0	0	0	0	0	0
Gm37141	0	0	0	0	0	0
Gm18433	0	0	0	0	0	0
D130019J16Rik	0	0	0	0	0	0
Gm30175	0	0	0	0	0	0
Gm37142	0	0	0	0	0	0
Pcdha2	0	0	0	0	0	0
Gm37138	0	0	0	0	0	0
Gm44573	0	0	0	0	0	0
Ighv10-4	0	0	0	0	0	0
Gm38105	0	0	0	0	0	0
Gm38104	0	0	0	1	0	0
Gm38103	0	0	0	0	0	0
Gm38102	5	6	2	4	2	1
Gm38101	0	0	0	0	0	0
Gm38100	2	0	0	0	0	0
Gm38099	1	2	0	0	0	1
Gm20089	0	1	0	0	0	0
Gm37619	0	0	0	0	0	0
Gm19057	0	0	0	0	0	0
Gm38248	9	25	19	18	6	11
Gm38249	0	0	0	0	0	0
Gm38247	2	0	6	2	2	3
A030012G06Rik	0	0	0	0	0	0
Gm38250	9	9	11	8	11	14
Gm7430	0	0	0	0	0	0
Gm37702	0	0	0	0	0	0
Gm18296	0	0	0	0	0	0
Gm37259	0	0	0	0	0	0
Gm37703	0	0	0	0	0	0
Gm37701	0	0	0	0	0	0
Gm37700	0	0	0	0	0	0
Ighv1-51	0	0	0	0	0	0
Gm2429	0	0	0	0	0	0
Gm9916	0	0	0	0	0	0
Gm37970	0	0	0	0	0	0
Gm8850	1	0	3	1	0	2
Gm21362	0	0	0	0	0	0
1700054O19Rik	0	1	0	0	0	0
Gm37818	0	0	1	1	1	1
Gm18692	0	0	0	0	0	0
Gm37819	0	0	0	0	0	0
Gm37820	0	0	0	0	0	0
Gm37821	0	0	0	0	0	0
Gm37822	0	0	0	0	0	0
Gm10472	0	0	0	0	0	0
Gm30737	0	0	0	0	0	0
Gm37253	0	0	0	0	0	0
Gm33354	0	0	0	0	0	0
B230377A18Rik	0	3	1	2	1	3
Gm37632	0	0	0	0	0	0
Trbv9	0	0	0	0	0	0
4930420N18Rik	0	0	0	0	0	0
Gm37399	0	0	1	0	1	0
4930535G08Rik	0	0	0	0	1	0
Gm8101	0	0	0	0	0	0
Gm37398	0	0	0	0	0	0
Gm37397	2	0	1	6	1	1
Gm37396	0	0	0	0	0	0
Gm32250	0	0	0	0	0	0
Gm37395	0	0	0	0	0	0
Gm37401	0	0	0	0	1	0
Gm37400	0	0	0	0	0	0
Gm37984	0	0	0	0	0	0
Gm37985	0	0	0	0	0	0
Gm37986	0	0	0	0	0	0
Ighd	1	0	0	0	0	0
Rpl13-ps4	0	0	0	0	0	0
Gm37987	0	0	0	0	0	0
Gm37988	0	0	1	0	0	0
Gm9134	0	1	4	2	1	1
Gm37989	0	0	0	0	0	0
4930578I07Rik	0	0	0	0	0	0
Gm37051	0	0	0	0	0	0
Gm7292	137	186	179	194	157	172
Gm18428	0	0	0	0	0	0
Gm37693	0	0	0	0	0	0
4930517L18Rik	0	0	0	0	0	0
Gm7470	0	0	0	0	0	0
Gm37050	0	0	0	0	0	0
Gm35955	0	0	0	0	0	0
Gm37591	0	0	0	0	0	0
Gm37592	4	6	4	14	3	5
Gm37590	0	0	0	0	0	0
Gm34023	0	0	0	0	0	0
5330439B14Rik	0	0	0	0	0	0
Gm37589	0	1	0	1	2	1
4930533L02Rik	0	0	0	0	0	0
Gm33533	0	0	0	0	0	0
Gm37587	0	0	0	0	0	0
Gm37588	0	0	0	1	1	0
Gm36858	0	0	0	0	0	0
Gm9442	1	1	1	0	2	4
Gm38154	0	0	0	0	0	0
Gm38153	0	0	0	0	0	0
2900018N21Rik	1	1	0	0	1	0
Gm38155	5	13	4	13	2	4
Gm21768	0	0	0	0	0	0
Gm38152	0	0	0	0	0	0
Gm38151	0	0	0	0	0	0
Gm18036	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0
Gm37174	1	5	3	6	3	2
Trbv27	0	0	0	0	0	0
Gm37172	0	0	0	0	0	0
Gm37173	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0
Gm37175	0	0	0	0	0	0
Gm37538	0	0	0	0	0	0
Gm31186	0	0	0	0	0	0
Gm17781	0	0	0	0	0	0
Gm37747	0	0	0	0	1	0
9430062P05Rik	1	2	0	1	1	0
Gm18529	0	0	0	0	0	0
Gm8869	0	0	0	0	0	0
Gm37748	0	0	0	0	0	0
Gm20807	0	0	0	0	0	0
Gm37750	0	0	0	0	0	0
Gm37749	0	0	0	0	0	0
Gm38298	0	0	0	0	0	0
Gm37891	0	0	0	0	0	0
Gm38297	0	0	0	0	0	0
A530064N14Rik	1	4	0	0	1	2
Gm8823	0	0	0	0	0	0
Gm37867	0	0	0	0	0	0
Gm37866	0	0	0	0	0	0
Gm38299	1	1	0	1	1	0
Ighv5-10	0	0	0	0	0	0
Gm38300	0	3	0	1	3	1
Rps2-ps11	1	1	0	1	0	2
Gm37461	0	0	0	0	0	0
Gm37460	0	0	0	0	0	0
Gm37459	0	0	0	0	0	0
Gm10862	0	0	0	0	0	0
Gm37458	0	0	0	0	0	0
Gm37457	0	0	0	0	0	0
Gm37456	0	0	0	0	0	0
Gm37455	0	0	0	0	0	0
Gm37454	0	0	0	0	0	0
Gm38041	0	0	0	0	0	0
A130071D04Rik	0	0	0	0	0	0
Gm38042	1	0	0	0	2	0
Gm38043	1	0	2	2	3	0
Gm38044	0	0	0	0	0	0
Gm6197	10	7	5	10	11	8
Gm38045	0	0	0	0	0	0
Gm38046	0	0	0	0	0	0
Gm38040	1	1	0	0	0	0
Gm9924	0	0	0	1	0	0
Wdr49	0	0	0	0	1	0
Gm36975	0	0	1	0	0	0
Gm36976	0	0	0	0	0	0
Gm36974	0	0	0	0	0	0
Gm36972	0	0	0	0	0	0
Gm36973	0	0	0	0	0	0
Gm36971	0	0	0	0	0	0
Gm5846	1	1	2	6	4	3
Gm4081	0	0	0	0	0	0
Gm37910	0	0	0	0	0	0
Gm37912	0	0	0	0	0	0
Gm37911	0	0	0	0	0	0
Gm37907	0	0	0	0	0	0
Gm37906	1	2	1	0	3	0
Gm37909	1	0	0	1	0	0
Gm37908	0	0	0	0	0	0
Pcdha7	0	0	0	0	0	0
Ighv5-19	0	0	0	0	0	0
Ighv1-60	0	0	0	0	0	0
Gm37318	0	0	0	0	0	0
Gm37319	0	0	0	0	0	0
Gm37320	0	1	0	1	0	0
Gm37321	0	0	0	0	0	0
Trbv28	0	0	0	0	0	0
Gm37322	0	0	0	0	0	0
Gm37323	0	0	0	0	0	0
Gm37324	0	0	0	0	0	0
Gm38285	0	0	0	0	0	0
Gm38284	0	0	0	0	0	0
Gm38283	0	0	0	0	0	0
Gm10253	1	1	0	1	0	0
Gm38282	0	0	0	0	0	0
Gm38281	0	0	0	0	0	0
Gm34240	0	0	0	0	0	0
Gm38280	0	0	0	0	0	0
Gm9131	0	0	0	0	0	2
C130089K02Rik	0	0	0	0	0	0
Gm10522	0	1	0	0	0	0
Gm37688	0	0	0	0	0	0
Gm36401	39	46	48	34	45	41
5730408A14Rik	0	0	0	0	0	0
Gm38077	8	6	7	15	6	8
Gm37690	0	0	0	0	0	0
Pcdhga3	1	0	0	1	1	1
Gm37689	0	0	0	1	1	0
Gm37691	2	1	0	5	3	1
Gm37692	0	0	0	0	0	0
Gm38244	0	0	0	0	0	0
Gm37125	0	0	0	0	0	0
Gm7182	0	0	0	0	0	0
Gm37126	0	0	0	0	0	0
Gm7003	0	0	0	0	0	0
Gm31260	0	0	0	0	0	0
Gm37127	2	4	1	4	0	2
Mif-ps1	0	2	0	2	0	0
Gm38080	0	0	0	0	2	1
Gm37928	0	0	0	0	0	0
Gm38081	0	0	0	0	0	0
Gm38078	0	0	0	0	0	0
4930470B04Rik	0	0	0	0	0	0
4933409D19Rik	0	0	0	0	0	0
2010103J01Rik	0	0	1	1	1	2
Gm38082	0	1	0	0	0	0
Gm37514	0	0	0	0	0	0
Gm37513	0	0	0	0	0	0
Gm37511	0	0	0	0	0	0
Gm37517	0	0	0	0	0	0
Gm6300	0	0	0	0	0	0
Gm37516	0	0	0	0	0	1
Gm37515	0	0	0	0	0	0
Gm37510	0	0	0	0	1	3
Gm37509	0	0	0	4	0	2
4933436F18Rik	0	0	0	0	0	0
Gm37032	0	0	0	0	0	0
4930402C01Rik	0	0	0	0	0	0
Gm37553	0	1	0	1	3	0
Gm37031	0	0	0	0	0	0
Gm7449	0	0	0	0	0	0
Gm37030	0	0	0	0	0	0
Gm37033	0	0	0	2	1	2
Gm17967	0	0	0	0	0	0
Gm37960	1	0	0	1	1	0
Gm37962	2	1	3	1	0	2
Gm37961	0	0	0	0	0	0
Gm37254	31	44	51	35	46	45
Gm37957	0	0	0	0	0	0
Gm37959	0	0	0	0	0	0
Gm37958	0	0	0	0	0	0
Gm37964	0	0	0	0	0	0
Gm37963	7	6	1	15	1	7
Gm38010	0	0	0	0	1	0
Gm20750	0	1	0	4	0	0
Gm38012	0	0	0	0	0	0
Gm38011	0	0	0	0	0	0
Gm36728	0	0	0	0	0	0
Gm31748	0	0	0	0	0	0
Gm38014	0	2	1	0	0	0
Gm38013	0	0	0	0	0	0
Gm38015	0	0	0	0	0	0
Gm37467	0	0	0	0	0	0
Gm37066	0	0	0	0	0	0
Gm30340	0	0	0	0	0	0
Gm37798	0	0	0	0	0	0
Gm37065	0	0	0	0	0	0
Gm37799	0	0	0	0	0	0
Gm37069	0	0	1	2	0	2
Gm37067	0	0	0	0	0	1
Gm37068	0	0	0	0	0	0
Gm37070	0	4	0	0	0	0
2900092O11Rik	0	0	0	0	0	0
E230020A03Rik	0	0	0	0	0	0
Ighv1-14	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0
Gm19058	0	0	0	0	0	0
Gm38370	0	0	0	0	0	0
Gm38369	0	0	0	0	0	0
Gm38368	0	0	0	0	0	0
Gm18299	0	0	0	0	0	0
2610034O05Rik	0	0	0	0	0	0
Gm37425	0	0	0	0	0	0
Gm37112	0	0	0	0	0	0
A430027C01Rik	1	0	0	0	0	0
Gm37426	0	0	0	0	0	0
Gm37421	0	0	0	0	0	0
Gm37422	10	8	17	18	5	10
Gm37423	2	0	0	0	0	0
Gm37424	0	0	0	0	0	0
Gm37427	0	0	0	0	0	0
Gm20851	0	0	0	0	0	0
Gm19030	0	0	0	0	0	0
Gm35801	0	0	0	0	0	0
4932431L22Rik	0	0	0	0	0	0
4932442E05Rik	1	1	1	8	2	1
Gm33051	0	0	0	0	0	0
Rhbg	0	0	1	3	0	1
Gm30312	0	0	0	0	0	0
Gm37256	0	0	0	0	0	0
Gm37255	0	0	0	0	1	0
Gm37830	0	0	0	0	0	0
Gm37831	0	0	0	0	0	0
Ighv8-8	0	0	0	0	0	0
Gm37829	1	2	1	1	2	0
Gm37827	0	0	0	0	0	0
Gm37828	0	0	0	0	0	0
Gm37825	0	1	0	0	0	0
Gm37826	0	0	0	0	0	0
Gm37824	2	2	3	1	3	1
Gm9121	1	0	3	0	0	0
Gm37662	0	0	0	0	0	0
Gm37661	0	0	0	0	0	0
Gm18698	0	0	0	0	0	0
BC002189	0	0	0	0	0	0
Gm10513	0	0	0	0	0	0
Gm37660	4	4	3	1	5	3
Gm21736	0	0	0	0	0	0
Gm37663	0	0	0	0	0	0
Gm38207	0	0	0	0	0	0
Gm38208	0	0	0	0	0	0
Gm38209	0	0	0	0	0	0
Trbv25	0	0	0	0	0	0
Gm38210	0	0	0	0	0	0
Gm38211	0	0	0	0	0	0
Gm18717	0	0	0	0	0	0
Gm38212	0	0	0	0	0	0
Gm10305	0	0	1	0	0	0
Gm21661	0	0	0	0	0	0
Gm38063	0	0	0	0	0	0
Gm38064	0	0	0	0	0	0
Gm33142	0	0	0	0	0	0
Gm38065	0	0	0	0	0	0
Gm38066	0	0	2	0	0	0
Gm31373	0	0	0	0	0	0
Gm38062	0	0	0	0	0	0
Gm9700	0	0	0	0	0	0
Gm20770	0	0	0	0	0	0
Gm32340	0	0	0	0	0	0
Gm19552	0	0	0	1	0	0
Gm37111	0	0	0	0	0	0
Gm5837	11	10	11	8	11	15
Gm10555	0	0	0	0	0	0
Gm37110	0	0	0	0	0	0
Gm30353	0	0	0	0	0	0
Gm36345	0	0	0	0	0	0
Gm37736	0	0	1	0	0	1
Gm37737	0	0	0	0	0	0
Gm37738	5	6	3	1	0	0
Gm7445	0	0	0	0	0	0
Gm37739	0	0	0	0	0	0
Gm37740	0	0	0	0	0	0
A430027H14Rik	0	0	0	0	0	0
Gm37735	0	0	0	0	0	0
Gm33994	0	0	0	0	0	0
Gm34015	0	0	0	0	0	0
Gm18843	0	0	0	0	0	0
Gm37165	0	0	0	0	0	0
Gm29813	0	0	0	0	0	0
Gm37164	2	1	0	0	1	0
Gm37163	0	0	0	0	2	0
Gm9884	0	0	0	0	0	0
Gm18407	0	0	0	0	0	0
Gm37162	0	0	0	0	0	0
Gm37161	0	0	0	0	0	0
Gm37336	0	0	0	0	0	0
Gm34073	0	0	0	0	0	0
Gm38159	0	0	0	0	0	0
