	R7	R8	R9	R1	R2	R3
Gm816	0	0	0	0	0	0
Gm20870	0	0	0	0	0	0
Gm28485	0	0	0	0	0	0
Gm28340	0	0	0	0	0	0
Gm20913	0	0	0	0	0	0
Gm20799	0	0	0	0	0	0
Gm28871	0	0	0	0	0	0
Gm28097	0	0	0	0	0	0
Gm29127	0	0	0	0	0	0
Gm28606	0	0	0	0	0	0
Gm29483	0	0	0	0	0	0
Gm28611	0	0	0	0	0	0
Gm29585	7	3	3	10	1	2
Ifna11	0	0	0	0	0	0
2310039L15Rik	0	1	0	0	0	0
Gm19503	1	1	3	3	1	0
Gm29019	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0
Gm7690	0	1	0	0	0	0
Gm8173	0	1	0	0	0	2
Gm28902	0	0	0	0	0	0
1700029E06Rik	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0
Gm20803	0	0	0	0	0	0
Gm21180	0	0	0	0	0	0
Gm7516	2	2	2	2	1	1
Gm29611	0	0	0	0	0	0
Gm3096	0	0	0	0	0	0
Gm28682	0	0	0	0	0	0
Gm28091	0	0	0	0	0	0
Tmem167-ps2	0	0	0	0	0	0
Gm28958	0	0	0	0	0	0
Gm29602	0	0	0	0	0	0
Gm28646	0	0	0	0	0	0
Gm29399	0	0	0	0	0	0
Gm29474	0	0	0	0	0	0
2410021H03Rik	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0
Gm28674	0	0	0	0	0	0
Gm21489	0	0	0	0	0	0
Gm28975	0	0	0	0	0	0
Gm29429	0	0	0	0	0	0
Gm28709	0	0	0	0	0	0
Gm28692	0	0	0	0	0	0
4933436I20Rik	0	0	0	0	0	0
Gm21785	0	0	0	0	0	0
Gm21428	0	0	0	0	0	0
Gm29443	0	1	0	0	0	0
Gm28733	0	0	0	0	0	0
1700108J01Rik	0	0	0	0	0	0
Vmn1r90	0	0	0	0	0	0
Gm28797	0	0	0	0	0	0
Gm29497	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Gm4785	0	0	0	0	0	0
Gm21919	0	0	0	0	0	0
Gm28645	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0
2810414N06Rik	7	4	12	24	9	4
Gm19087	0	0	0	1	0	0
Gm29502	0	0	0	0	0	0
Gm29349	0	0	0	0	0	0
Gm28742	0	0	0	0	0	0
1700120C14Rik	1	2	1	1	6	3
A230077H06Rik	0	0	0	0	0	0
Gm19498	2	0	2	1	1	0
1700129L04Rik	0	0	0	0	0	0
Gm29256	0	0	0	0	0	0
Gm29243	0	0	0	1	0	0
Gm29612	0	0	0	0	0	0
Gm29379	0	0	0	0	0	0
Gm21996	0	0	0	0	0	0
Gm28687	0	0	0	0	0	0
Gm29031	0	0	0	0	0	0
Gm21247	0	0	0	0	0	0
Gm5058	0	0	0	0	0	0
Gm28963	0	0	0	0	0	0
Gm5511	3	3	10	1	5	0
Gm28076	0	0	0	0	0	0
Gm7145	0	0	0	0	0	0
Gm8446	0	0	0	0	0	0
Gm28277	0	1	0	0	0	0
Gm28374	2	0	1	0	0	1
Gm20379	0	0	0	0	0	0
Gm29428	0	0	0	0	0	0
Gm28101	0	0	0	0	0	0
1700016G22Rik	0	1	2	1	0	0
H2al1a	0	0	0	0	0	0
A830008E24Rik	0	0	0	0	0	0
Gm29648	0	0	0	0	0	0
Gm28192	6	6	7	19	2	8
Gm28450	0	0	0	0	0	0
9430060I03Rik	0	1	0	1	0	0
Gm28171	0	0	0	0	0	0
Gm29157	0	3	0	0	1	0
Gm3551	1	0	0	0	0	0
Gm20819	0	0	0	0	0	0
Scgb1b6-ps	0	0	0	0	0	0
Gm29073	0	0	0	0	0	0
Gm28413	0	0	0	0	0	0
Gm28230	0	0	0	0	0	0
Gm21163	0	0	0	0	0	0
Gm20793	0	0	0	0	0	0
Gm28576	0	0	0	0	0	0
Gm28193	0	0	0	0	0	0
Gm29027	0	0	0	0	0	0
Gm28659	0	0	0	0	0	0
Gm28428	0	0	0	0	0	0
Gm28807	0	0	0	0	0	0
Gm28810	0	0	0	0	0	0
Gm7634	0	1	2	0	0	0
Gm28238	0	0	0	0	0	0
Gm4207	0	0	0	0	0	0
Gm21462	0	0	0	0	0	0
Gm8525	0	0	0	0	0	0
Gm28862	0	0	0	0	0	0
F730311O21Rik	4	2	2	5	5	5
Gm28636	0	0	0	0	0	0
Kat6b-ps2	0	0	0	1	0	0
Gm29471	0	0	0	0	0	0
Gm19029	0	0	0	0	0	0
Gm29604	0	0	0	0	0	0
6030442E23Rik	0	0	0	0	0	0
Mrgprc1-ps	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0
1700083H02Rik	0	0	0	0	0	0
Gm21111	0	0	0	0	0	0
Gm28744	0	0	0	0	0	0
Gm28322	0	0	0	0	0	0
Gm28404	8	7	7	6	3	6
Gm29574	0	0	0	0	0	0
Gm28806	0	1	0	0	0	0
Gm28607	0	0	0	0	0	0
Gm28860	0	0	0	0	0	0
Gm21184	0	0	0	0	0	0
Gm29251	0	0	0	0	0	0
Gm28778	0	0	0	0	0	0
1810044D09Rik	23	22	18	29	21	17
1700064J06Rik	0	0	0	0	0	0
Gm28103	0	0	0	0	0	0
Gm28186	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0
Gm28610	0	0	0	0	0	0
Gm18357	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0
Gm4322	0	0	0	0	0	0
2010320M18Rik	38	19	25	36	44	37
Gm21672	0	0	0	0	0	0
Gm28278	0	0	0	0	0	0
Gm29182	0	0	0	0	0	0
Gm28110	0	0	0	0	0	0
Gm8419	0	0	0	0	0	0
Gm29184	0	0	0	0	0	0
Gm20902	0	0	0	0	0	0
Gm21765	0	0	0	0	0	0
Gm6137	0	0	0	0	0	0
Gm19587	3	3	8	9	6	7
Gm8976	0	0	0	0	0	0
Gm28358	0	0	0	0	0	0
Gm28434	0	0	0	0	0	0
Gm28227	0	0	0	0	0	0
Gm19744	0	0	0	0	0	0
Gm28523	0	0	0	0	0	0
Gm21173	0	0	0	0	0	0
Gm28295	0	0	0	0	0	0
Gm29197	0	0	0	0	0	0
Gm29461	0	0	0	0	0	0
Gm28446	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0
2010308F09Rik	0	0	0	1	0	0
Gm28074	0	0	0	0	0	0
Gm28550	0	0	0	0	0	0
1700120G07Rik	0	0	0	1	0	0
Gm21717	0	0	0	0	0	0
Gm28786	0	0	0	0	0	0
Gm10075	2	1	1	1	2	1
Gm9271	0	0	0	0	0	0
Gm29569	0	0	0	0	0	0
Gm28160	0	0	0	0	0	0
Gm28533	0	0	0	0	0	0
Gm21497	0	0	0	0	0	0
1700003P14Rik	0	0	0	0	0	0
Gm29431	0	0	0	0	0	0
Gm20776	0	0	0	0	0	0
Gm29523	0	0	0	0	0	0
Topbp1-ps2	0	0	0	0	0	0
4932411K12Rik	0	0	0	0	0	0
Rpl23a-ps8	0	0	0	0	0	0
Gm5147	0	0	0	0	0	0
Gm21774	0	0	0	0	0	0
2010106C02Rik	1	0	0	0	0	0
Gm28296	0	0	0	0	0	0
Gm29476	0	0	0	0	0	0
Gm28814	0	0	0	0	0	0
Gm28953	0	0	0	0	0	0
Scgb1b25-ps	0	0	0	0	0	0
Gm17764	0	0	0	0	0	0
Gm29077	0	0	0	0	0	0
Gm28716	0	0	0	0	0	0
1700084E18Rik	3	6	3	3	2	6
Gm20798	0	0	0	0	0	0
Gm29084	12	11	19	5	9	10
Gm5116	0	0	0	0	0	0
Gm28847	0	0	0	0	0	0
Gm29435	0	0	0	0	0	0
Scgb2b5-ps	0	0	0	0	0	0
Rps23-ps1	0	0	1	0	0	1
Gm21257	0	0	0	0	0	0
Gm29613	0	0	0	0	0	0
Gm3332	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0
Gm4035	0	0	0	0	0	0
Gm29344	0	0	0	0	0	0
Gm8403	0	0	0	0	0	0
Gm28777	0	0	0	1	0	0
Gm29155	2	0	1	0	1	3
Gm28684	0	0	0	0	0	0
Gm3508	0	0	0	0	0	0
Gm29055	0	0	0	0	0	1
Gm28893	0	0	0	0	0	0
Gm28466	0	0	0	0	0	0
Gm28618	0	0	0	0	0	0
Gm28350	0	0	0	0	0	0
Gm28366	0	0	0	0	0	0
Gm7329	0	0	1	0	1	0
Gm29107	0	0	0	0	0	0
Gm18254	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
Gm28908	0	0	0	0	0	0
Gm29292	0	0	1	6	0	1
Gm28579	0	0	0	0	0	0
Gm29481	0	0	0	0	0	0
Gm28231	0	1	0	4	4	2
2310047D07Rik	1	2	1	3	0	0
Gm28421	0	0	0	0	0	0
Gm29333	0	0	0	0	0	0
Gm28940	0	0	0	0	0	0
Gm28316	0	0	0	0	0	0
Gm21122	0	0	0	0	0	0
Gm29508	0	0	0	0	0	0
Gm28518	0	0	0	0	0	0
Gm28199	0	0	0	0	0	0
Gm29161	0	0	0	0	0	0
Gm29667	0	0	0	0	0	0
Gm29208	0	0	0	0	0	0
Gm28163	0	0	0	0	0	0
Gm28596	0	0	0	0	0	0
Gm19589	28	22	18	102	67	62
1700027H10Rik	0	0	0	0	0	0
Gm21301	0	0	0	0	0	0
Gm15459	6470	6327	6397	6701	8009	8014
Gm20889	0	0	0	0	0	0
Gm28251	0	0	0	0	0	0
Gm28150	0	0	0	0	0	0
Gm29108	0	0	0	0	0	0
Gm28396	0	0	0	0	0	0
Gm29521	0	0	0	0	0	0
Gm28594	0	0	0	0	0	0
Gm28612	0	0	0	0	0	0
Gm29086	0	0	0	0	0	0
Gm29083	1	2	0	0	1	2
A730098A19Rik	0	0	0	0	0	0
Gm28874	1	2	0	0	0	2
Gm28669	0	0	0	0	0	0
Gm29112	0	0	0	0	0	0
Gm28321	1	0	2	1	2	0
Gm29302	0	0	0	0	0	0
Gm21287	0	0	0	0	0	0
Gm2693	1	0	0	0	0	0
Gm28945	0	0	0	0	0	0
Gm28894	0	0	0	0	0	0
Gm29275	0	0	0	0	0	0
Gm28704	0	0	0	0	0	0
Itpa-ps2	0	0	0	0	1	0
Snhg14	55	40	57	92	22	33
Gm29069	0	0	0	0	0	0
Gm28441	0	0	0	0	0	0
Gm17847	0	0	0	0	0	0
Gm29260	0	0	0	0	0	0
Gm28988	1	1	0	3	0	2
Gm21285	0	0	0	0	0	0
Gm28907	0	0	0	0	0	0
Gm28215	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	1
Gm29094	0	0	0	0	0	0
Gm5920	2	0	0	0	0	1
Gm21115	0	0	0	0	0	0
Gm17790	0	0	0	0	0	0
Gm8307	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0
Gm28770	0	0	0	0	0	0
Gm28845	1	0	0	0	0	0
Gm28676	0	0	0	0	0	0
Gm29281	0	0	0	0	0	0
Gm28663	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0
Gm29056	0	0	0	0	0	0
Gm28232	0	0	0	0	0	0
Gm28057	0	0	0	0	0	0
Gm21627	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0
Gm28400	0	0	0	0	0	0
Gm28725	0	0	0	0	0	0
2010009K17Rik	1	0	0	0	0	0
Gm29382	0	0	0	0	0	0
Gm10925	17	23	34	60	14	22
Gm12669	19	11	14	10	8	11
Gm21302	0	0	0	0	0	0
Gm9320	10	12	6	17	7	7
Gm28830	0	0	0	0	0	0
Gm18981	0	0	0	0	0	0
Gm28095	1	0	1	1	0	0
Gm20846	0	0	0	0	0	0
Gm21720	0	0	0	0	0	0
Gm29213	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0
Gm28243	0	0	0	0	0	0
Gm28598	0	0	0	0	0	0
Gm28987	0	0	0	0	0	0
2810454H06Rik	0	1	0	1	0	3
Gm28534	0	0	0	0	0	0
Gm29196	0	0	0	0	0	0
Gm28743	0	0	0	0	0	0
Gm6610	0	0	0	0	0	0
Gm21824	0	0	0	0	0	0
Gm20849	0	0	0	0	0	0
Gm28773	0	0	0	0	0	0
Gm28281	0	0	0	0	0	0
Gm29446	0	0	0	0	0	0
Gm7195	0	0	0	0	0	0
Gm29297	0	0	0	0	0	0
Gm29567	0	0	0	0	0	0
Gm28204	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0
2810049E08Rik	0	0	0	1	0	0
Gm20897	0	0	0	0	0	0
Gm28083	0	0	0	0	0	0
Gm8304	0	0	0	0	0	0
Gm28685	0	0	0	0	0	0
Gm28217	0	0	0	0	0	0
Gm29634	0	0	0	0	0	0
Gm29178	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0
Gm28850	0	0	0	0	0	0
Gm18829	0	0	0	0	0	0
Gm20850	0	0	0	0	0	0
Scgb2b31-ps	0	0	0	0	0	0
Gm28559	0	0	0	0	0	0
Gm28075	0	0	0	0	0	0
Gm29238	0	0	0	0	0	0
Gm29310	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0
Gm29128	0	0	0	0	0	0
1700027F09Rik	0	0	0	0	0	0
Gm2021	0	0	0	0	0	0
Gm8392	0	0	0	0	0	0
Gm28679	0	0	0	0	0	0
Gm29321	0	0	0	0	0	0
Gm18751	0	0	0	0	0	0
Gm19224	0	0	0	0	0	0
Gm28655	0	0	0	0	0	0
Gm18348	0	0	0	0	0	0
Gm8520	34	33	41	46	40	51
Olfr10	0	0	0	0	0	0
Gm28898	0	0	0	0	0	0
Gm5329	0	0	0	0	0	0
Gm28536	0	0	0	0	0	0
Gm28487	0	0	0	0	0	0
Gm28064	0	0	0	0	0	0
Gm28866	0	0	0	0	0	0
Gm28085	0	2	2	0	0	0
Gm29459	0	0	0	0	0	0
Gm28143	0	0	0	0	0	0
Gm29592	0	0	0	0	0	0
Gm28865	0	0	0	0	0	0
Nscme3l	0	0	0	0	0	1
Gm28726	0	0	0	0	0	0
Gm28998	0	0	0	0	0	0
Gm29372	0	0	0	0	0	0
Gm29597	0	0	0	0	0	0
Gm28560	0	0	0	0	0	0
Gm29229	0	0	0	0	0	0
Gm28900	0	0	0	0	0	0
Gm29529	0	0	0	0	0	0
Gm28473	0	0	0	0	0	0
Gm28949	0	0	0	0	0	0
Gm28395	0	0	0	0	0	0
Scgb1b13-ps	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0
Gm29339	0	0	0	0	0	0
Gm28545	0	0	0	0	0	0
Gm28280	0	0	0	0	0	0
Gm10138	10	19	15	34	20	21
Gm18728	0	0	0	0	0	0
Gm28558	0	0	0	0	0	0
Gm28762	0	0	0	0	0	0
Gm29351	0	0	0	0	0	0
Idi1-ps5	0	0	0	0	1	0
Gm21156	0	0	0	0	0	0
Gm28394	0	0	0	0	0	0
Gm29133	0	0	0	0	0	0
Gm28372	0	0	0	0	0	0
Gm29503	0	0	0	0	0	0
Gm28449	0	0	0	0	0	0
Gm5700	0	0	0	0	0	0
Gm29666	2	3	2	5	2	1
Gm2098	0	0	0	0	0	0
1700030N03Rik	0	0	0	0	0	0
Gm29270	0	0	0	0	0	0
Gm28824	0	0	0	0	0	0
Gm28553	0	0	0	0	0	0
Gm29299	0	0	0	0	0	0
Gm28459	0	0	0	0	0	0
Gm28875	87	88	87	112	66	82
Gm29134	0	0	0	0	0	0
Gm29334	0	0	0	0	0	0
Gm20912	0	0	0	0	0	0
Gm29347	0	0	0	0	0	0
Gm29100	12	15	15	27	7	4
Gm29072	0	0	0	0	0	0
Gm21837	0	0	0	0	0	0
Gm29030	0	0	0	0	0	0
Gm28357	0	0	0	0	0	0
Gm10640	0	0	0	0	0	0
Gm21741	0	0	0	0	0	0
Gm1627	0	0	0	0	0	0
Gm28136	0	0	0	0	0	0
Gm29647	0	0	0	0	0	0
Gm7891	0	0	0	0	0	0
Gm21856	0	0	0	0	0	0
Gm23925	0	0	0	0	0	0
Gm21895	0	0	0	0	0	0
Gm21333	0	0	0	0	0	0
Gm29525	0	0	0	0	0	0
Gm29169	0	0	0	0	0	0
Gm28864	0	0	0	0	0	0
Gm29145	0	0	0	0	0	0
Gm5371	0	0	0	0	0	0
Gm3121	0	0	0	0	0	0
Gm28944	0	0	0	0	0	0
Gm28456	0	0	0	0	0	0
Gm8596	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0
Gm28299	0	0	0	0	0	0
Gm29541	2	0	1	1	0	2
Gm29442	0	0	0	0	0	0
1700108F19Rik	4	3	2	2	5	3
Gm21889	0	0	0	0	0	0
Gm29398	0	0	0	0	0	0
1700008K24Rik	0	0	0	0	0	0
A630072M18Rik	2	0	2	1	1	2
Gm28289	0	0	0	0	0	0
Gm18444	0	0	0	0	0	0
Gm2325	0	0	0	0	0	0
Gm21658	0	0	0	0	0	0
Gm28910	0	0	0	0	0	0
Gm28943	0	0	0	0	0	0
Gm28377	0	0	0	0	0	0
Gm29222	0	0	0	0	0	0
Gm20921	0	0	0	0	0	0
Gm21152	0	0	0	0	0	0
Gm5692	0	0	0	0	0	0
Gm29262	0	0	0	0	0	0
Ly6g6g	0	0	0	0	0	0
Gm28794	0	0	0	0	0	0
Gm28723	2	5	7	11	0	8
Gm29439	0	0	0	0	0	0
Gm28429	0	0	0	0	0	0
Ms4a12	0	0	0	0	0	0
Gm29377	0	0	0	0	0	0
Gm18776	0	0	0	0	0	0
Gm28451	0	0	0	0	0	0
Gm28588	0	0	0	0	0	0
Gm28424	0	1	0	5	0	2
Gm28272	0	0	0	0	0	0
Scgb2b29-ps	0	0	0	0	0	0
Gm29498	0	0	0	0	0	0
Gm29353	0	0	0	0	0	0
Gm28167	0	0	0	0	0	0
Gm29075	0	0	0	0	0	0
Gm28420	0	0	0	0	0	0
Gm29224	0	0	0	0	0	0
Gm28803	0	0	0	0	0	0
Gm8856	0	0	0	0	0	0
Gm28774	0	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0
Gm28471	0	0	0	0	0	0
Gm20815	0	0	0	0	0	0
Gm18406	0	0	0	0	0	0
Gm28443	0	0	0	0	0	0
Gm28329	0	0	0	0	0	0
Gm29057	0	0	0	0	0	0
Gm21829	0	0	0	0	0	0
Gm4017	0	0	0	0	0	0
Gm29565	0	0	0	0	0	0
Platr1	0	4	2	0	0	1
Gm28821	0	0	0	0	0	0
Mrgprb7-ps	0	0	0	0	0	0
Gm18798	0	0	0	0	0	0
Scgb1b5-ps	0	0	0	0	0	0
Gm8498	0	0	0	0	0	0
Gm29007	0	0	0	0	0	0
Gm28759	0	0	0	0	0	0
Gm28194	0	0	0	0	0	0
Gm28695	0	0	0	0	0	0
Gm29577	0	0	0	0	0	0
Gm29470	0	0	0	0	0	0
Vmn1r200	0	0	0	0	0	0
Gm29022	0	0	0	0	0	0
Gm29517	0	0	0	0	0	0
Gm4545	0	0	0	0	0	0
Gm29164	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0
Gm28991	0	0	0	0	0	0
Gm28633	0	0	0	0	0	0
Gm29193	0	0	0	0	0	0
Gm28069	0	0	0	0	0	0
Gm29631	0	0	0	0	0	0
Gm28228	0	0	0	0	0	0
Gm8531	0	0	0	0	0	0
Gm28651	0	0	0	0	0	0
Gm2707	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0
2610016A17Rik	0	0	0	0	0	0
Gm28619	0	0	0	0	0	0
Gm29384	0	0	0	0	0	0
Gm21796	0	0	0	0	0	0
Eef1a1-ps2	0	0	0	0	0	0
Gm29533	0	0	0	0	0	0
Gm29329	0	0	0	0	0	0
Gm21524	0	0	0	0	0	0
Gm6679	0	0	0	0	0	0
Gm20808	0	0	0	0	0	0
Gm29191	0	0	0	0	0	0
Gm28326	0	0	0	0	0	0
Gm18350	0	0	0	0	0	0
Gm28609	0	0	0	0	0	0
Gm21843	0	0	0	0	0	0
Gm29247	0	0	0	0	0	0
Gm21755	0	0	0	0	0	0
Gm28819	0	0	0	0	0	0
Gm28587	0	0	0	0	0	0
Gm29038	0	0	0	0	0	0
Gm28697	0	0	0	0	0	0
Gm28890	0	0	0	0	0	0
Gm28437	17	71	76	112	49	62
Gm29185	0	0	0	0	0	0
1700025B11Rik	0	0	0	0	0	0
Gm28628	0	0	0	0	0	0
Gm28664	0	0	0	0	0	0
Gm28416	0	0	0	0	0	0
Gm28341	0	0	0	0	0	0
Gm29034	0	0	0	0	0	0
Gm29060	0	0	0	0	0	0
Gm29452	0	0	0	0	0	0
Gm17971	3	0	0	2	0	0
Gm28654	0	0	0	0	0	0
Gm28371	0	0	0	0	0	0
Gm29625	0	0	0	0	0	0
Gm10538	0	0	0	0	0	0
Gm28585	0	0	0	0	0	0
Gm21869	0	0	0	0	0	0
Gm5254	0	0	0	0	0	0
Gm19637	0	0	0	0	0	0
Gm29370	0	0	0	0	0	0
Gm8000	0	0	0	0	0	0
Gm29050	0	0	1	3	0	1
Gm28482	0	0	0	0	0	0
Gm17981	2	1	0	0	0	0
Gm8739	1	0	0	0	1	0
Rpl23a-ps7	0	0	0	0	0	0
Gm29210	0	0	0	0	0	0
Gm29639	0	0	0	0	0	0
Gm28117	0	0	0	0	0	0
Gm21139	0	0	0	0	0	0
Gm28142	0	0	0	0	0	0
Gm21151	0	0	0	0	0	0
Gm29054	1	3	0	0	0	0
Gm28412	0	0	0	0	0	0
Gm20814	0	0	0	0	0	0
Gm20818	0	0	0	0	0	0
Gm28200	0	0	0	0	0	0
Gm20892	0	0	0	0	0	0
Gm29405	0	0	0	0	0	0
Gm17929	0	0	0	0	0	0
Gm28305	0	0	0	0	0	0
4933404I11Rik	0	0	0	0	0	0
Gm17777	0	0	0	0	0	0
Sly	0	0	0	0	0	0
Gm29114	0	0	0	0	1	0
Gm20905	0	0	0	0	0	0
Gm20894	0	0	0	0	0	0
Gm28184	0	0	0	0	0	0
Gm29338	0	0	0	0	0	0
Gm21799	0	0	0	0	0	0
Gm26728	0	2	0	0	0	0
Gm13278	0	0	0	0	0	0
Gm29218	0	0	0	0	0	0
Gm28496	0	1	0	0	0	1
Macroh2a3	0	0	1	0	0	1
Gm28892	0	0	1	0	0	0
Gm29343	0	0	0	0	0	0
Gm7593	0	0	0	0	0	0
Gm28535	1	0	2	2	0	0
Gm29519	0	0	0	0	0	0
Hoxd4	0	1	0	0	0	0
Gm29586	0	0	0	0	0	0
Gm28909	0	0	0	0	0	0
Gm29455	0	0	0	0	0	0
Gm2914	0	0	0	0	1	0
Vmn2r-ps149	0	0	0	0	0	0
Gm29209	0	0	0	0	0	0
Gm28614	0	0	0	0	0	0
Gm28861	0	0	0	0	0	0
Scgb1b16-ps	0	0	0	0	0	0
Gm29235	0	0	0	0	0	0
Eif4a-ps4	113	104	129	131	136	118
1700029M03Rik	2	0	0	2	0	0
Gm28274	0	0	0	0	0	0
Gm28809	26	31	21	34	37	22
Gm29122	0	0	0	0	0	0
Gm21849	0	0	0	0	0	0
Gm29149	0	0	0	0	0	0
Gm9239	0	0	0	0	0	0
Gm6866	0	0	0	0	0	0
Gm29032	0	0	0	0	0	0
Gm29021	0	0	0	0	0	0
Gm9687	0	0	0	0	2	0
Gm20802	0	0	0	0	0	0
Gm28125	0	0	0	0	0	0
Gm28749	0	0	0	0	0	0
Gm28615	0	0	0	0	0	0
Gm29271	0	0	0	0	0	0
Gm29308	0	0	0	0	0	0
Gm5266	0	0	0	0	0	0
Gm28310	0	0	0	0	0	0
Gm19891	0	0	0	0	0	0
Gm8524	0	1	2	1	0	1
Gm28720	0	0	0	0	0	0
Gm28818	0	1	1	6	2	3
Gm29354	0	0	0	0	0	0
Gm28788	0	0	0	0	0	0
Gm28403	0	0	0	2	0	1
Gm28569	0	0	0	0	0	0
Gm29451	0	0	0	0	0	0
Gm29416	0	0	0	0	0	0
Gm20302	3	1	1	0	0	0
Gm6717	0	0	0	0	0	0
Gm21881	0	0	0	0	0	0
Gm28315	0	0	0	0	0	0
4930568A12Rik	1	1	1	1	3	0
Gm28209	0	0	0	0	1	0
1700008J07Rik	6	5	7	13	6	5
Gm20954	0	0	0	0	0	0
Gm29506	0	1	0	0	1	0
Gm21330	0	0	0	0	0	0
Gm29046	0	0	0	0	0	0
Gm21862	0	0	0	0	0	0
Gm28283	0	0	0	0	0	0
Scgb1b15	0	0	0	0	0	0
Gm29242	0	0	0	0	0	0
1700007E05Rik	0	0	0	0	0	0
Gm18033	0	0	0	0	0	0
Gm6750	1	1	3	3	6	6
Gm29464	0	0	0	0	0	0
Gm28123	0	0	0	0	0	0
Gm28304	0	0	0	0	0	0
Gm28266	0	0	0	0	0	0
Gm29111	0	0	0	0	0	0
Gm28319	3	0	0	0	1	1
Gm28919	0	0	0	0	0	0
Gm29368	0	0	0	0	0	0
Gm28965	0	0	0	0	0	0
Gm29026	0	0	0	0	0	0
Gm29042	0	0	0	0	0	0
Scgb1b9-ps	0	0	0	0	0	0
Gm29216	13	19	20	46	19	22
Gm28105	0	0	0	0	0	0
Gm3496	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0
Gm29088	0	0	0	0	0	0
Gm20932	0	0	0	0	0	0
Gm21841	0	0	0	0	0	0
Gm28133	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0
Gm29477	0	0	0	0	0	0
Gm21242	0	0	0	0	0	0
Gm28780	0	0	0	0	0	0
1700109I08Rik	0	0	0	0	0	0
Gm8326	7	7	8	13	8	10
Gm29121	0	0	0	0	0	0
Gm28347	0	0	0	0	0	0
Gm29099	0	0	0	0	0	0
Gm29234	0	0	0	0	0	0
Gm21912	0	0	0	0	0	0
2010310C07Rik	6	1	3	2	3	2
Scgb2b9-ps	0	0	0	0	0	0
Gm28334	0	0	0	0	0	0
Gm36782	0	0	0	0	0	0
Gm28831	0	0	0	0	0	0
1700012E03Rik	0	0	0	0	0	0
Gm28657	0	0	0	0	0	0
Gm20847	0	0	0	0	0	0
Gm29381	0	0	0	0	0	0
Gm18342	0	0	0	0	0	1
Gm8600	0	0	0	0	0	0
Gm8449	0	0	0	0	0	0
Gm28152	0	0	0	0	0	0
Gm29314	0	0	0	0	0	0
Gm28811	0	0	0	0	0	0
Gm28600	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0
Gm28166	0	0	0	0	0	0
Gm28342	0	0	0	0	0	0
Gm3454	0	0	0	0	0	0
Gm8480	0	0	0	0	0	0
Gm29194	0	0	0	0	0	0
Gm29496	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0
Gm28180	0	2	0	0	2	0
Scgb2b32-ps	0	0	0	0	0	0
Gm18447	0	0	0	0	0	0
Gm28308	0	0	0	0	0	0
Gm28175	0	0	0	0	0	0
Gm29130	0	0	0	0	0	0
Gm29214	0	0	0	0	0	0
Gm28519	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	1	0
Plet1os	45	52	36	40	17	34
Gm29171	0	0	0	0	0	0
Gm5252	0	0	0	0	0	0
Gm7356	0	0	0	0	0	0
Gm28989	1	0	0	0	1	0
Gm29397	1	0	1	2	0	1
Gm21281	0	0	0	0	0	0
Gm28250	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0
Gm29219	0	0	0	0	0	0
Gm29663	0	0	0	0	0	0
Krtap28-13	0	0	0	0	0	0
Gm12663	54	60	43	54	38	40
Gm28284	0	0	0	0	0	0
Gm29109	0	0	0	0	0	0
Gm28957	0	0	0	0	0	0
Gm28529	2	4	1	2	1	5
Gm28817	0	0	0	0	0	0
Gm21877	0	0	0	0	0	0
Gm29187	0	0	0	0	0	0
Scgb2b4-ps	0	0	0	0	0	0
Gm28835	0	0	0	0	0	0
Rpl23a-ps10	0	0	0	0	0	0
Rpl30-ps6	0	0	1	0	0	0
Gm28226	0	0	0	0	0	0
Gm10193	0	1	2	2	0	0
Gm28148	0	0	0	0	0	0
Gm28240	0	0	0	0	0	0
Gm4753	0	0	0	0	0	0
